Id,Gender,PermanentRecidence_cat,Recidence,CivilStatus_cat,HighestEducationQualification_cat,InterviewedBy,ExtraCurricularActivities,ApparelRelatedVocationalQualification,PreviousJob,ExperiencedSection_cat,RelativesInApparel,SpouseOccupation_cat,FamilyOppinionAboutTheJob,Referel_cat,ExpectationOfDoingTheJob_cat,AvailabilityOfTransportNearTheResidence,RetentionCategory,SelectedDepartment,ReasonForChooseApparel,PreviousWorkPlace,PersonalImpression,ContributionToTheFamilyIncome_cat,Children_cat,ApparelExperience,ReasonForLeaving_cat,Height,Weight,2nd_Month_Gross_Salary,Salary_Category,Salary_Category_2,Salary_Category_3,2nd_Month_Basic_Pay,2nd_Month_OT,2nd Month No Pay Days,2nd Month Incentive,MedicalTest,IQTestScore,ExpectedSalary,FollowingExternalCourses,LastBasicSal_cat,Age_cat,Age(Median),Age_Joined,Is Terminated
1,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,DifferentCompany,Average,High,NoChildren,TRUE,PersonalIssue,168,51,27513,>27000,9,9,16500,5512.5,0,6110,Passed,80,25000,No,15000to30000,25to30,27,25,No
2,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,169,48,27513,>27000,9,9,16500,5512.5,0,1940,Passed,70,25000,No,15000to30000,less20,19,19,No
3,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,Other,SamePlant,Average,Low,ChildrenGreaterThan5Yrs,TRUE,Other,176,61,26488.25,26000-27000,8,8,16500,4987.5,0,1890,Passed,0,25000,No,15000to30000,above35,38,35,No
4,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Other,ShortTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Low,Unmarried,TRUE,Other,165,46,23619.53,23000-24000,5,5,17207,5462.1,1.5,4205,Passed,0,25000,No,15000to30000,20to25,22,24,No
5,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,TRUE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMChecker,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,172,51,24581.3,24000-25000,6,6,16500,3281.25,0,5610,Passed,100,25000,Yes,NoJob,20to25,22,22,No
6,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NonApparel,Sewing,TRUE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,FALSE,Other,169,50,26287.7,26000-27000,8,8,16500,4987.5,0,9410,Passed,85,25000,No,0to15000,20to25,22,20,No
7,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,CompanyPlant,Average,Low,Unmarried,TRUE,JobIssue,169,50,25369.57,25000-26000,7,7,16500,4068.75,0,2240,Passed,70,18000,No,15000to30000,25to30,27,26,No
8,Female,Yes,ComingFromHome,Married,PassedAL,Dinuka,FALSE,FALSE,Apparel,Other,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,170,56,26512.6,26000-27000,8,8,16500,5512.5,0,675,Passed,0,25000,No,0to15000,above35,38,37,No
9,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,169,46,25988.1,25000-26000,7,7,16500,4987.5,0,1305,Passed,75,25000,No,0to15000,30to35,32,32,No
10,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,NonApparel,Sewing,FALSE,NoJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,NoChildren,TRUE,JobIssue,169,46,26513.1,26000-27000,8,8,16500,5512.5,0,0,Passed,75,25000,No,0to15000,20to25,22,21,No
11,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,CompanyPlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,170,50,26512.79,26000-27000,8,8,16500,5512.5,0,1105,Passed,90,25000,No,0to15000,25to30,27,25,No
12,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,49,26512.6,26000-27000,8,8,16500,5512.5,0,1920,Passed,75,25000,No,NoJob,less20,19,18,No
13,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,CompanyPlant,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,169,46,23581.95,23000-24000,5,5,16500,3281.25,0,4130,Passed,100,25000,No,15000to30000,20to25,22,23,No
14,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,ChildrenLessThan5Yrs,FALSE,NoJob,171,52,24462.96,24000-25000,6,6,16500,4462.5,0,4130,Passed,80,25000,No,NoJob,20to25,22,23,No
15,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMChecker,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,170,46,27512.71,>27000,9,9,16500,5512.5,0,1205,Passed,90,25000,No,0to15000,20to25,22,20,No
16,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,172,52,21444.5,21000-22000,3,3,16500,1443.75,0,4130,Passed,95,25000,No,NoJob,20to25,22,20,No
17,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,172,41,23413.25,23000-24000,5,5,16500,3412.5,0,4130,Passed,95,25000,No,NoJob,20to25,22,20,No
18,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,176,52,21969.26,21000-22000,3,3,16500,1968.75,0,4130,Passed,70,25000,No,NoJob,less20,19,18,No
19,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,Unmarried,TRUE,NoJob,172,52,26806.08,26000-27000,8,8,17483,5822.15,0,485,Passed,0,28000,No,NoJob,30to35,32,30,No
20,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Moderate,Unmarried,TRUE,Other,163,44,27394.55,>27000,9,9,16500,4462.5,0,4130,Passed,75,25000,No,0to15000,less20,19,18,No
21,Female,No,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Moderate,ChildrenLessThan5Yrs,TRUE,Other,174,56,27432.05,>27000,9,9,16500,5250,0,1760,Passed,90,25000,No,0to15000,20to25,22,23,No
22,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,168,49,26644.31,26000-27000,8,8,16500,4462.5,0,4130,Passed,85,25000,No,15000to30000,above35,38,37,No
23,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Low,Unmarried,TRUE,JobIssue,169,48,26944.91,26000-27000,8,8,16600,5544,0,10770,Passed,0,25000,No,15000to30000,20to25,22,23,No
24,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,Unmarried,FALSE,NoJob,170,51,27956.72,>27000,9,9,16500,6956.25,0,1905,Passed,90,25000,Yes,NoJob,20to25,22,23,No
25,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Bad,Low,Unmarried,FALSE,NoJob,168,46,24569.71,24000-25000,6,6,16500,5906.25,0.5,5150,Passed,70,25000,No,NoJob,20to25,22,20,No
26,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,172,52,28194,>27000,9,10,16500,6693.75,0,535,Passed,80,25000,No,0to15000,above35,38,42,No
27,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,Other,NoJob,Bad,Moderate,Unmarried,FALSE,NoJob,168,54,28694,>27000,9,10,16500,6693.75,0,0,Passed,75,16840,No,NoJob,20to25,22,22,No
28,Female,No,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,NoChildren,TRUE,JobIssue,169,49,22121.04,22000-23000,4,4,16500,5217.19,2,3710,Passed,90,25000,No,15000to30000,25to30,27,28,No
29,Female,No,Boarded,Married,PassedAL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,169,52,26337.5,26000-27000,8,8,16500,6037.5,0,2520,Passed,90,26000,No,15000to30000,above35,38,38,No
30,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,172,50,28694.02,>27000,9,10,16500,6693.75,0,0,Passed,80,25000,No,0to15000,above35,38,39,No
31,Female,No,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,172,49,28256.82,>27000,9,10,16500,6956.25,0,1705,Passed,0,25000,No,0to15000,25to30,27,27,No
32,Female,Yes,ComingFromHome,Married,PassedOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,163,54,27406.83,>27000,9,9,16500,5906.25,0,1930,Passed,95,16000,No,15000to30000,30to35,32,30,No
33,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,169,46,22901.39,22000-23000,4,4,16500,3937.5,0.5,0,Passed,85,25000,No,15000to30000,20to25,22,21,No
34,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMChecker,LikeSewing,SamePlant,Average,Low,Unmarried,TRUE,JobIssue,173,53,25620.64,25000-26000,7,7,16500,6956.25,0.5,4210,Passed,0,25000,No,15000to30000,20to25,22,21,No
35,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,Other,170,59,23783.43,23000-24000,5,5,16500,6956.25,1,620,Passed,0,25000,No,0to15000,20to25,22,22,No
36,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,CompanyPlant,Average,High,NoChildren,TRUE,JobIssue,169,55,20408.2,20000-21000,2,2,16500,3281.25,1,0,Passed,85,25000,No,15000to30000,30to35,32,33,No
37,Female,Yes,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,Other,DifferentCompany,Average,Low,Unmarried,TRUE,Other,163,46,15817.87,<=20000,1,1,16500,0,2.5,0,Passed,70,25000,No,0to15000,20to25,22,20,No
38,Female,No,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,168,51,26906.48,26000-27000,8,8,16500,5906.25,0,1005,Passed,75,25000,No,0to15000,above35,38,38,No
39,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,168,46,21813.61,21000-22000,3,3,16500,3150,0.5,0,Passed,75,25000,No,0to15000,less20,19,19,No
40,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Good,Low,Unmarried,FALSE,NoJob,160,48,25856.32,25000-26000,7,7,16500,4856.25,0,2505,Passed,85,16840,No,NoJob,less20,19,19,No
41,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,NonApparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Good,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,170,59,26606.82,26000-27000,8,8,16500,4856.25,0,4210,Passed,0,25000,No,0to15000,above35,38,37,No
42,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Other,FALSE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,NoChildren,TRUE,JobIssue,169,50,25943.98,25000-26000,7,7,19866,5281.71,1.5,5910,Passed,0,27000,No,15000to30000,30to35,32,34,No
43,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,172,51,22338.54,22000-23000,4,4,16500,3675,0.5,0,Passed,90,26000,No,15000to30000,less20,19,18,No
44,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,51,23412.6,23000-24000,5,5,16500,3412.5,0,0,Passed,90,25000,No,NoJob,20to25,22,20,No
45,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,165,46,24857.08,24000-25000,6,6,16500,4856.25,0,0,Passed,75,25000,No,NoJob,20to25,22,24,No
46,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,46,21969.6,21000-22000,3,3,16500,1968.75,0,0,Passed,100,25000,No,NoJob,20to25,22,20,No
47,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,169,48,24913.35,24000-25000,6,6,16500,3412.5,0,245,Passed,85,25000,No,15000to30000,less20,19,19,No
48,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,49,18664.09,<=20000,1,1,16500,0,0.5,0,Passed,85,25000,Yes,NoJob,30to35,32,33,No
49,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,178,59,20314.12,20000-21000,2,2,16500,3150,0.5,0,Passed,60,25000,No,NoJob,less20,19,19,No
50,Female,Yes,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,49,23413.41,23000-24000,5,5,16500,3412.5,0,0,Passed,85,25000,No,NoJob,less20,19,19,No
51,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Bad,High,ChildrenLessThan5Yrs,TRUE,JobIssue,169,50,23413.41,23000-24000,5,5,16500,3412.5,0,0,Passed,95,25000,No,0to15000,20to25,22,22,No
52,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,A,TMMO,LikeSewing,SamePlant,Good,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,177,66,27532.69,>27000,9,9,17207,5325.55,0,2405,Passed,0,25000,No,15000to30000,30to35,32,33,No
53,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,FALSE,JobIssue,169,46,20000.68,20000-21000,2,2,16500,0,0,0,Passed,80,25000,No,15000to30000,above35,38,36,No
54,Female,Yes,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,170,51,19056.86,<=20000,1,1,16500,4921.88,5,665,Passed,0,25000,No,15000to30000,20to25,22,24,No
55,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Other,FALSE,HaveAJob,Like,Other,ShortTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,ChildrenGreaterThan5Yrs,TRUE,JobIssue,170,55,21182.11,21000-22000,3,3,16500,1181.25,0,0,Passed,95,25000,No,0to15000,above35,38,36,No
56,Female,No,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,169,48,18517.21,<=20000,1,1,16500,2362.5,2,0,Passed,85,25000,No,0to15000,25to30,27,25,No
57,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,46,20000.02,20000-21000,2,2,16500,0,0,0,Passed,95,25000,No,NoJob,less20,19,18,No
58,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,FALSE,JobIssue,170,49,20000.02,20000-21000,2,2,16500,0,0,0,Passed,90,27000,No,30000to50000,25to30,27,28,No
59,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Other,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,172,58,28207.54,>27000,9,10,24600,1107,0,810,Passed,0,28000,No,15000to30000,25to30,27,29,No
60,Female,No,Boarded,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,NoChildren,TRUE,PersonalIssue,163,44,21000.53,21000-22000,3,3,16500,0,0,0,Passed,85,25000,No,15000to30000,25to30,27,28,No
61,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Other,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,170,51,20000.73,20000-21000,2,2,16500,0,0,0,Passed,80,25000,No,0to15000,30to35,32,34,No
62,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,166,44,20525.5,20000-21000,2,2,16500,525,0,0,Passed,85,23000,No,15000to30000,20to25,22,24,No
63,Female,Yes,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Good,High,ChildrenGreaterThan5Yrs,TRUE,Other,160,44,19476.71,<=20000,1,1,16500,1312.5,0.5,435,Passed,0,25000,No,15000to30000,above35,38,62,No
64,Female,No,ComingFromHome,Unmarried,PassedAL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,44,20000.81,20000-21000,2,2,16500,0,0,0,Passed,75,25000,Yes,NoJob,less20,19,19,No
65,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,NoChildren,TRUE,Other,169,48,20000.56,20000-21000,2,2,16500,0,0,0,Passed,100,25000,No,0to15000,25to30,27,27,No
66,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,DifferentCompany,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,170,51,20000.56,20000-21000,2,2,16500,0,0,0,Passed,70,25000,No,0to15000,above35,38,37,No
67,Female,No,Boarded,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,44,20000.58,20000-21000,2,2,16500,0,0,0,Passed,55,25000,No,NoJob,less20,19,19,No
68,Female,No,Boarded,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,Other,SamePlant,Average,High,NoChildren,TRUE,JobIssue,162,62,27796.62,>27000,9,9,19866,2347.43,0,1305,Passed,0,25000,No,15000to30000,25to30,27,27,No
69,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,DifferentCompany,Average,Low,Unmarried,TRUE,JobIssue,172,58,19913.46,<=20000,1,1,16500,0,0.5,2880,Passed,80,25000,No,30000to50000,25to30,27,25,No
70,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,NoChildren,TRUE,JobIssue,169,56,23250,23000-24000,5,5,18750,0,0,2170,Passed,0,25000,No,15000to30000,above35,38,37,No
71,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,174,66,20300,20000-21000,2,2,16500,0,0,680,Passed,0,25000,No,0to15000,30to35,32,34,No
72,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Moderate,NoChildren,TRUE,Other,175,68,21450.31,21000-22000,3,3,22616,2883.54,5,1290,Passed,0,25000,No,15000to30000,25to30,27,25,No
